Age,Education,Marital_Status,Income,Spending,Loyalty_Duration,Children,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,WebPurchaes,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Income_group,Age_group,Loyalty_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment,Total_Spending_segment
37,Postgraduate,In relationship,55842.0,518,4.466666666666667,1,19,451,0,39,0,4,24,1,7,1,8,5,Medium to high income,Adult,New customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
42,Postgraduate,In relationship,62010.0,530,23.7,1,93,371,22,39,6,0,92,4,6,2,7,5,Medium to high income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Biggest consumer,Frequent consumer
37,Postgraduate,In relationship,41124.0,506,23.433333333333334,1,41,281,7,84,15,0,119,7,7,3,4,8,Low to medium income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer
41,Postgraduate,In relationship,38961.0,70,9.266666666666667,1,60,19,7,19,0,1,24,1,2,1,2,7,Low to medium income,Adult,Discovering customers,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
42,Postgraduate,Alone,37760.0,54,13.966666666666667,1,54,26,3,13,2,10,0,1,2,0,3,6,Low to medium income,Adult,Discovering customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
40,Postgraduate,Alone,32233.0,296,25.866666666666667,1,26,138,15,35,25,11,72,2,6,2,2,9,Low income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
39,Postgraduate,In relationship,43057.0,266,11.3,1,30,213,2,44,0,2,5,4,4,2,5,5,Low to medium income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer,Frequent consumer
54,Postgraduate,In relationship,83151.0,747,24.133333333333333,0,93,407,28,100,120,74,18,1,5,9,4,3,High income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
50,Postgraduate,Alone,78825.0,895,25.0,0,35,483,74,114,169,37,18,1,5,10,13,3,High income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
38,Postgraduate,In relationship,65104.0,1053,10.8,1,4,738,0,232,13,20,50,2,3,5,7,7,Medium to high income,Adult,Discovering customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
40,Postgraduate,In relationship,60093.0,735,15.5,1,92,502,12,109,16,6,90,2,7,2,10,6,Medium to high income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
45,Postgraduate,In relationship,14045.0,20,8.366666666666667,1,24,11,0,5,2,1,1,1,1,0,3,7,Low income,Adult,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
62,Postgraduate,Alone,28457.0,205,23.533333333333335,0,96,24,1,108,29,29,14,1,4,1,4,8,Low income,Mature,Loyal customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
56,Postgraduate,In relationship,78952.0,2092,24.666666666666668,1,11,1170,19,594,99,76,134,2,2,5,12,6,High income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
38,Postgraduate,Alone,46310.0,309,22.333333333333332,1,99,185,2,88,15,5,14,2,6,1,5,8,Low to medium income,Adult,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
59,Postgraduate,In relationship,76005.0,1722,19.633333333333333,0,72,983,20,389,240,50,40,1,3,5,13,6,High income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
50,Postgraduate,Alone,58308.0,900,21.0,1,77,691,0,69,10,0,130,4,2,6,3,8,Medium to high income,Mature,Loyal customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer
70,Postgraduate,Alone,55614.0,682,10.366666666666667,0,85,504,13,131,8,0,26,1,9,4,6,7,Medium to high income,Senior,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
52,Postgraduate,Alone,59432.0,663,17.966666666666665,1,88,317,25,265,25,19,12,3,5,3,11,5,Medium to high income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
36,Postgraduate,Alone,55563.0,43,6.066666666666666,1,22,29,1,9,2,0,2,1,2,0,3,3,Medium to high income,Adult,New customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
43,Postgraduate,In relationship,78642.0,1816,17.7,1,83,1396,0,322,46,35,17,1,4,9,4,6,High income,Adult,Experienced customers,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
65,Postgraduate,In relationship,67911.0,976,4.5,1,63,529,0,356,63,28,0,3,6,7,11,3,Medium to high income,Mature,New customers,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
70,Postgraduate,In relationship,65275.0,746,18.3,0,9,388,14,218,91,14,21,1,4,3,13,2,Medium to high income,Senior,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
64,Postgraduate,In relationship,27203.0,64,26.3,2,92,13,2,21,4,0,24,2,1,1,2,8,Low income,Mature,Loyal customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Low consumer
53,Postgraduate,In relationship,48330.0,32,10.766666666666667,1,2,28,0,4,0,0,0,1,1,0,3,5,Low to medium income,Mature,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Non consumer,Low consumer
24,Undergraduate,In relationship,24279.0,263,21.466666666666665,0,6,16,36,21,20,62,108,1,4,1,3,8,Low income,Young,Loyal customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
29,Postgraduate,In relationship,64355.0,1445,25.7,1,66,1047,0,140,67,38,153,2,4,3,12,8,Medium to high income,Young,Loyal customers,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
58,Postgraduate,In relationship,50943.0,46,15.666666666666666,1,49,31,0,7,2,0,6,1,1,0,3,5,Low to medium income,Mature,Experienced customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
61,Postgraduate,Alone,53653.0,1210,23.2,0,29,815,10,239,28,10,108,2,10,4,12,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
38,Postgraduate,In relationship,65665.0,945,10.2,1,77,225,162,387,106,36,29,1,5,10,8,3,Medium to high income,Adult,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
25,Postgraduate,Alone,81217.0,1157,14.733333333333333,0,77,493,70,324,146,40,84,1,3,7,11,1,High income,Young,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
22,Postgraduate,In relationship,34935.0,137,15.666666666666666,0,71,34,4,66,3,10,20,1,2,1,4,7,Low income,Young,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
55,Postgraduate,Alone,61250.0,730,21.9,1,49,382,138,65,60,26,59,6,5,2,12,5,Medium to high income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
33,Postgraduate,In relationship,39665.0,216,16.566666666666666,1,97,127,1,56,0,1,31,3,4,2,3,7,Low to medium income,Adult,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer,Frequent consumer
35,Postgraduate,Alone,60152.0,943,18.5,1,6,325,83,300,86,58,91,1,6,4,12,3,Medium to high income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
50,Postgraduate,In relationship,48920.0,347,11.633333333333333,2,93,238,17,68,8,10,6,3,6,2,5,7,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
55,Postgraduate,In relationship,89120.0,1924,6.7,0,78,1168,92,408,72,129,55,1,5,6,7,1,High income,Mature,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
68,Postgraduate,In relationship,44124.0,397,17.033333333333335,1,62,284,0,55,0,6,52,4,6,2,5,8,Low to medium income,Senior,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
39,Postgraduate,Alone,81169.0,2089,17.933333333333334,0,47,1288,20,613,80,61,27,1,5,7,9,2,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
53,Postgraduate,In relationship,36443.0,138,20.266666666666666,2,9,65,0,46,4,3,20,4,3,1,3,8,Low to medium income,Mature,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
24,Postgraduate,Alone,26095.0,42,15.366666666666667,1,77,11,7,9,3,1,11,1,1,0,3,7,Low income,Young,Experienced customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
55,Postgraduate,In relationship,71367.0,777,13.566666666666666,0,24,227,23,389,42,21,75,1,4,5,7,2,High income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
70,Postgraduate,In relationship,80184.0,1902,7.233333333333333,0,19,1035,134,670,25,38,0,1,6,3,10,3,High income,Senior,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer
49,Postgraduate,Alone,30630.0,52,8.333333333333334,2,67,27,1,12,2,0,10,2,2,0,3,7,Low income,Mature,New customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
27,Postgraduate,Alone,73454.0,1651,7.233333333333333,0,95,982,73,351,56,14,175,1,2,4,6,5,High income,Young,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
23,Postgraduate,In relationship,42691.0,358,13.8,0,48,179,2,64,38,17,58,1,5,1,6,5,Low to medium income,Young,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
61,Postgraduate,In relationship,70503.0,1727,24.466666666666665,0,73,1379,33,216,0,33,66,1,2,4,9,6,High income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer
27,Postgraduate,In relationship,25545.0,210,25.2,1,35,32,1,64,16,12,85,3,2,2,3,6,Low income,Young,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
28,Postgraduate,In relationship,32880.0,42,22.3,1,76,8,4,15,7,6,2,1,1,0,3,8,Low income,Young,Loyal customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
56,Postgraduate,In relationship,77863.0,1291,10.366666666666667,0,20,881,38,319,16,25,12,1,4,5,10,2,High income,Mature,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
37,Postgraduate,In relationship,50353.0,442,3.933333333333333,0,72,141,15,153,67,31,35,1,4,4,6,3,Low to medium income,Adult,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
50,Postgraduate,Alone,61839.0,1895,26.1,0,20,1000,155,379,224,17,120,1,4,8,4,8,Medium to high income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
54,Postgraduate,In relationship,49154.0,411,11.166666666666666,2,69,206,10,67,30,27,71,6,4,1,8,6,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
39,Postgraduate,Alone,47682.0,521,19.866666666666667,1,80,162,61,83,97,57,61,4,4,3,8,5,Low to medium income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
45,Postgraduate,Alone,72679.0,1168,12.7,1,65,619,54,260,127,54,54,1,4,7,5,1,High income,Adult,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
37,Postgraduate,In relationship,57954.0,493,3.6,2,52,456,4,24,0,0,9,7,8,2,6,7,Medium to high income,Adult,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
52,Postgraduate,In relationship,65316.0,260,17.6,2,65,112,6,92,3,9,38,2,3,2,5,4,Medium to high income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
32,Postgraduate,Alone,28567.0,46,15.8,1,57,11,3,22,2,2,6,2,2,0,3,6,Low income,Adult,Experienced customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer
63,Postgraduate,In relationship,47352.0,319,18.033333333333335,1,70,172,12,112,8,0,15,4,6,1,5,7,Low to medium income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
47,Postgraduate,In relationship,44931.0,96,8.633333333333333,1,0,78,0,11,0,0,7,1,2,1,3,5,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
47,Postgraduate,Alone,76982.0,1062,7.7,0,19,464,151,292,65,60,30,1,8,3,4,4,High income,Mature,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
62,Postgraduate,In relationship,57247.0,232,14.066666666666666,1,50,99,4,32,37,54,6,2,2,1,7,2,Medium to high income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer,Frequent consumer
33,Postgraduate,Alone,22944.0,76,9.5,1,67,19,3,19,4,5,26,3,3,0,3,7,Low income,Adult,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
37,Postgraduate,In relationship,25315.0,54,11.033333333333333,1,46,1,9,8,11,3,22,3,3,0,3,8,Low income,Adult,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
45,Postgraduate,Alone,43638.0,201,26.3,1,37,63,10,83,7,19,19,2,4,1,4,7,Low to medium income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
30,Postgraduate,Alone,42710.0,406,22.5,1,38,252,3,42,4,3,102,2,4,5,3,6,Low to medium income,Adult,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer,Frequent consumer
32,Postgraduate,In relationship,84169.0,1919,14.1,0,9,1478,19,403,0,19,0,1,7,6,6,3,High income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Biggest consumer
38,Postgraduate,In relationship,54058.0,662,16.233333333333334,1,56,198,18,252,32,108,54,2,4,6,8,3,Medium to high income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
24,Postgraduate,In relationship,24683.0,41,7.0,1,98,8,4,10,6,7,6,2,2,0,4,5,Low income,Young,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
50,Postgraduate,Alone,85620.0,1600,9.0,0,68,416,46,925,60,107,46,1,3,6,4,1,High income,Mature,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
34,Postgraduate,In relationship,47850.0,134,10.166666666666666,1,72,42,7,43,20,12,10,1,3,0,4,6,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
46,Postgraduate,In relationship,19514.0,69,8.366666666666667,2,47,14,3,21,2,1,28,4,3,1,2,8,Low income,Mature,New customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
41,Postgraduate,In relationship,27159.0,21,6.3,2,33,17,0,3,0,0,1,2,1,0,3,6,Low income,Adult,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
51,Postgraduate,Alone,39548.0,54,6.233333333333333,2,87,15,4,10,3,4,18,2,1,1,3,3,Low to medium income,Mature,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
25,Postgraduate,Alone,21474.0,91,5.966666666666667,1,0,6,16,24,11,0,34,2,3,1,2,7,Low income,Young,New customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,60504.0,526,7.966666666666667,1,73,458,0,24,6,4,34,2,6,2,8,6,Medium to high income,Adult,New customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
51,Postgraduate,In relationship,22419.0,162,17.8,0,74,30,3,47,19,21,42,1,3,2,2,8,Low income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
65,Postgraduate,In relationship,81698.0,1008,11.066666666666666,0,4,179,28,520,111,123,47,1,3,8,13,1,High income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
62,Postgraduate,In relationship,43462.0,240,25.066666666666666,2,50,90,17,97,15,6,15,6,4,1,5,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
36,Postgraduate,Alone,54880.0,795,19.4,1,57,308,85,137,102,45,118,2,6,2,11,5,Medium to high income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
32,Postgraduate,In relationship,79908.0,1772,18.233333333333334,0,30,557,129,761,29,185,111,1,5,6,7,2,High income,Adult,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
44,Postgraduate,In relationship,15315.0,64,14.233333333333333,0,27,7,4,13,15,8,17,2,2,0,4,5,Low income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
55,Postgraduate,In relationship,87771.0,1957,16.666666666666668,1,61,1492,38,287,50,57,33,1,5,10,4,6,High income,Mature,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
36,Postgraduate,In relationship,33039.0,78,13.0,1,4,30,8,12,8,8,12,1,2,0,4,5,Low income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
34,Postgraduate,Alone,81741.0,1572,15.833333333333334,0,75,249,153,940,58,134,38,0,6,6,7,2,High income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
43,Postgraduate,In relationship,71499.0,795,15.533333333333333,1,12,465,25,132,136,0,37,2,8,3,13,4,High income,Adult,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer
44,Postgraduate,In relationship,62466.0,889,8.733333333333333,1,13,129,129,259,168,121,83,5,6,3,12,4,Medium to high income,Adult,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
51,Postgraduate,Alone,48799.0,331,11.1,1,9,174,18,81,28,6,24,3,3,2,7,3,Low to medium income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
64,Postgraduate,In relationship,52157.0,265,3.966666666666667,1,48,189,2,29,3,2,40,2,3,2,5,4,Medium to high income,Mature,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
52,Postgraduate,Alone,66565.0,1065,22.266666666666666,1,80,747,10,161,65,40,42,4,4,2,9,8,Medium to high income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
63,Postgraduate,In relationship,29298.0,11,13.066666666666666,2,60,6,0,2,2,0,1,1,1,0,2,5,Low income,Mature,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
35,Postgraduate,Alone,47691.0,21,15.2,1,43,14,0,3,0,0,4,1,1,0,2,6,Low to medium income,Adult,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
44,Postgraduate,In relationship,38200.0,17,22.2,2,19,12,0,4,0,0,1,1,1,0,2,7,Low to medium income,Adult,Loyal customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
40,Postgraduate,In relationship,44989.0,369,25.066666666666666,1,26,98,0,106,49,10,106,5,5,1,5,6,Low to medium income,Adult,Loyal customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
46,Postgraduate,In relationship,38443.0,38,8.333333333333334,2,58,32,0,5,0,0,1,2,1,0,3,7,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
36,Postgraduate,Alone,38593.0,177,12.866666666666667,1,42,51,12,49,17,24,24,3,4,1,3,8,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
44,Postgraduate,In relationship,64413.0,279,14.3,1,27,200,5,44,0,10,20,1,5,1,5,5,Medium to high income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
33,Postgraduate,In relationship,36959.0,62,12.233333333333333,1,56,25,6,25,6,0,0,2,2,0,3,8,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Non consumer,Low consumer
37,Postgraduate,In relationship,61996.0,1230,20.366666666666667,1,27,1050,12,144,0,0,24,3,6,4,8,5,Medium to high income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer,Biggest consumer
46,Postgraduate,In relationship,51287.0,182,6.2,2,10,117,0,22,13,0,30,3,4,1,3,7,Low to medium income,Mature,New customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
44,Postgraduate,In relationship,13260.0,49,13.566666666666666,2,48,9,4,17,10,2,7,4,3,0,3,8,Low income,Adult,Discovering customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
48,Postgraduate,In relationship,47472.0,75,12.766666666666667,2,39,56,0,11,0,0,8,2,2,0,4,5,Low to medium income,Mature,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
58,Postgraduate,In relationship,54603.0,227,15.066666666666666,2,85,145,13,46,17,2,4,6,4,2,4,7,Medium to high income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
40,Postgraduate,In relationship,45207.0,215,23.1,2,64,203,0,10,0,0,2,5,3,1,6,6,Low to medium income,Adult,Loyal customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Frequent consumer
63,Postgraduate,In relationship,40689.0,444,18.833333333333332,1,69,270,3,27,39,6,99,7,7,1,5,8,Low to medium income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
47,Postgraduate,In relationship,47821.0,47,11.633333333333333,2,54,9,0,16,6,6,10,1,1,0,3,8,Low to medium income,Mature,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
63,Postgraduate,In relationship,27450.0,143,17.9,0,57,37,12,23,8,11,52,1,2,1,3,7,Low income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
31,Postgraduate,In relationship,39453.0,55,6.133333333333334,1,64,46,0,7,0,0,2,2,2,0,3,6,Low to medium income,Adult,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
43,Postgraduate,In relationship,26850.0,63,5.633333333333334,2,10,31,1,13,7,2,9,4,2,1,4,4,Low income,Adult,New customers,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
59,Postgraduate,Alone,79800.0,1867,24.7,0,65,1060,21,530,32,0,224,1,5,11,5,3,High income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer,Biggest consumer
53,Postgraduate,In relationship,61794.0,611,12.833333333333334,1,74,264,47,188,54,47,11,2,4,4,10,2,Medium to high income,Mature,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
59,Postgraduate,In relationship,53863.0,473,4.666666666666667,1,4,399,4,30,6,4,30,3,7,1,7,7,Medium to high income,Mature,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
55,Postgraduate,In relationship,24221.0,55,13.666666666666666,0,94,8,9,9,2,5,22,1,1,1,3,4,Low income,Mature,Discovering customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
30,Postgraduate,Alone,39684.0,81,24.066666666666666,1,41,19,0,35,6,4,17,2,2,1,2,7,Low to medium income,Adult,Loyal customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
